state_code,county_code,county_name,state_name,geo_center
39,63,Hancock,Ohio,"41 0m 6.97815s N, 83 39m 59.5275s W"
51,179,Stafford,Virginia,"38 25m 14.5885s N, 77 27m 26.6414s W"
31,181,Webster,Nebraska,"40 10m 35.1596s N, 98 29m 59.8106s W"
48,127,Dimmit,Texas,"28 25m 21.1296s N, 99 45m 24.2141s W"
19,31,Cedar,Iowa,"41 46m 20.376s N, 91 7m 56.723s W"
46,39,Deuel,South Dakota,"44 45m 36.2086s N, 96 40m 4.70691s W"
19,89,Howard,Iowa,"43 21m 24.3624s N, 92 19m 1.91605s W"
12,99,Palm Beach,Florida,"26 38m 51.2324s N, 80 26m 11.4398s W"
36,89,St. Lawrence,New York,"44 29m 47.0477s N, 75 4m 8.22819s W"
46,25,Clark,South Dakota,"44 51m 29.714s N, 97 43m 46.1867s W"
31,57,Dundy,Nebraska,"40 10m 34.4468s N, 101 41m 16.6612s W"
8,3,Alamosa,Colorado,"37 34m 22.4153s N, 105 47m 17.8375s W"
12,17,Citrus,Florida,"28 50m 51.2509s N, 82 31m 12.3842s W"
45,89,Williamsburg,South Carolina,"33 37m 11.7318s N, 79 43m 39.7633s W"
55,127,Walworth,Wisconsin,"42 40m 6.55314s N, 88 32m 30.8547s W"
18,161,Union,Indiana,"39 37m 31.965s N, 84 55m 30.5113s W"
27,67,Kandiyohi,Minnesota,"45 9m 8.57644s N, 95 0m 17.0729s W"
23,29,Washington,Maine,"44 58m 10.0528s N, 67 36m 32.6142s W"
72,103,Naguabo,Puerto Rico,"18 12m 39.7096s N, 65 44m 9.94155s W"
37,93,Hoke,North Carolina,"35 1m 3.10443s N, 79 14m 14.2466s W"
27,161,Waseca,Minnesota,"44 1m 19.6452s N, 93 35m 14.2196s W"
16,49,Idaho,Idaho,"45 50m 39.1117s N, 115 28m 2.95432s W"
31,87,Hitchcock,Nebraska,"40 10m 34.8489s N, 101 2m 32.1807s W"
30,11,Carter,Montana,"45 31m 0.324757s N, 104 32m 10.1707s W"
38,5,Benson,North Dakota,"48 4m 9.82925s N, 99 21m 57.6469s W"
19,181,Warren,Iowa,"41 20m 3.74446s N, 93 33m 40.8937s W"
42,73,Lawrence,Pennsylvania,"40 59m 28.3717s N, 80 20m 4.94545s W"
51,101,King William,Virginia,"37 42m 23.7456s N, 77 5m 18.7638s W"
41,11,Coos,Oregon,"43 11m 6.58375s N, 124 5m 35.9476s W"
48,165,Gaines,Texas,"32 44m 26.6197s N, 102 38m 6.62673s W"
22,47,Iberville,Louisiana,"30 15m 30.5959s N, 91 20m 57.7075s W"
12,37,Franklin,Florida,"29 48m 42.0609s N, 84 48m 1.64374s W"
38,23,Divide,North Dakota,"48 48m 53.5787s N, 103 29m 14.4082s W"
17,181,Union,Illinois,"37 28m 16.5778s N, 89 15m 18.4587s W"
45,13,Beaufort,South Carolina,"32 21m 25.3736s N, 80 41m 31.9161s W"
55,23,Crawford,Wisconsin,"43 14m 22.0643s N, 90 55m 51.7724s W"
48,303,Lubbock,Texas,"33 36m 36.742s N, 101 49m 13.965s W"
12,29,Dixie,Florida,"29 34m 52.4695s N, 83 11m 13.3168s W"
13,303,Washington,Georgia,"32 58m 10.3286s N, 82 47m 45.237s W"
53,63,Spokane,Washington,"47 37m 14.3915s N, 117 24m 14.2104s W"
54,55,Mercer,West Virginia,"37 24m 19.8541s N, 81 6m 41.2001s W"
12,33,Escambia,Florida,"30 36m 51.8257s N, 87 20m 28.9116s W"
40,103,Noble,Oklahoma,"36 23m 18.9585s N, 97 13m 49.8239s W"
37,187,Washington,North Carolina,"35 50m 21.3527s N, 76 34m 9.5156s W"
17,109,McDonough,Illinois,"40 27m 22.4325s N, 90 40m 40.3596s W"
34,25,Monmouth,New Jersey,"40 17m 15.0625s N, 74 9m 29.5286s W"
40,41,Delaware,Oklahoma,"36 24m 29.5679s N, 94 48m 9.56705s W"
20,11,Bourbon,Kansas,"37 51m 18.8122s N, 94 50m 57.4686s W"
6,29,Kern,California,"35 20m 34.2505s N, 118 43m 47.6415s W"
54,7,Braxton,West Virginia,"38 41m 59.5418s N, 80 43m 9.4373s W"
37,81,Guilford,North Carolina,"36 4m 46.0982s N, 79 47m 20.0554s W"
1,107,Pickens,Alabama,"33 16m 51.1568s N, 88 5m 19.2933s W"
8,107,Routt,Colorado,"40 29m 6.24459s N, 106 59m 28.2955s W"
51,590,Danville,Virginia,"36 34m 59.4885s N, 79 24m 31.7044s W"
54,87,Roane,West Virginia,"38 42m 50.4921s N, 81 20m 54.0583s W"
17,201,Winnebago,Illinois,"42 20m 10.5371s N, 89 9m 39.1171s W"
60,50,Western,American Samoa,"14 20m 7.99949s S, 170 47m 4.29812s W"
48,47,Brooks,Texas,"27 1m 53.6615s N, 98 13m 7.39603s W"
17,123,Marshall,Illinois,"41 1m 59.4161s N, 89 20m 41.2492s W"
26,69,Iosco,Michigan,"44 20m 13.5346s N, 83 5m 7.08239s W"
31,51,Dixon,Nebraska,"42 29m 35.1556s N, 96 52m 3.79498s W"
13,1,Appling,Georgia,"31 44m 57.4093s N, 82 17m 20.3409s W"
48,73,Cherokee,Texas,"31 50m 13.0367s N, 95 9m 54.6593s W"
27,23,Chippewa,Minnesota,"45 1m 20.4994s N, 95 34m 0.136993s W"
28,47,Harrison,Mississippi,"30 24m 57.7788s N, 89 4m 53.9137s W"
53,39,Klickitat,Washington,"45 52m 25.6996s N, 120 47m 21.1463s W"
30,67,Park,Montana,"45 29m 18.1757s N, 110 31m 35.9858s W"
13,149,Heard,Georgia,"33 17m 49.3022s N, 85 7m 41.7733s W"
48,297,Live Oak,Texas,"28 21m 4.93599s N, 98 7m 29.2283s W"
8,125,Yuma,Colorado,"40 0m 10.4376s N, 102 25m 27.2148s W"
16,5,Bannock,Idaho,"42 40m 6.54677s N, 112 13m 28.6276s W"
48,493,Wilson,Texas,"29 10m 26.4219s N, 98 5m 11.6638s W"
18,181,White,Indiana,"40 44m 59.1777s N, 86 51m 55.6898s W"
47,117,Marshall,Tennessee,"35 28m 7.9s N, 86 45m 54.0628s W"
55,141,Wood,Wisconsin,"44 27m 19.1925s N, 90 2m 29.5745s W"
13,67,Cobb,Georgia,"33 56m 29.3335s N, 84 34m 36.0633s W"
8,19,Clear Creek,Colorado,"39 41m 20.5939s N, 105 38m 39.7086s W"
48,217,Hill,Texas,"31 59m 26.4686s N, 97 7m 56.7361s W"
31,33,Cheyenne,Nebraska,"41 13m 11.2047s N, 102 59m 41.9235s W"
20,79,Harvey,Kansas,"38 2m 35.5865s N, 97 25m 38.1772s W"
72,27,Camuy,Puerto Rico,"18 26m 35.0755s N, 66 51m 45.4859s W"
51,115,Mathews,Virginia,"37 25m 2.31919s N, 76 16m 16.6315s W"
36,67,Onondaga,New York,"43 0m 20.8633s N, 76 11m 40.711s W"
49,7,Carbon,Utah,"39 38m 53.2981s N, 110 35m 19.6731s W"
42,27,Centre,Pennsylvania,"40 55m 9.64479s N, 77 49m 11.8566s W"
54,67,Nicholas,West Virginia,"38 17m 30.1253s N, 80 47m 57.5811s W"
18,145,Shelby,Indiana,"39 31m 25.2919s N, 85 47m 30.1214s W"
22,123,West Carroll,Louisiana,"32 47m 18.8179s N, 91 27m 24.2577s W"
54,9,Brooke,West Virginia,"40 16m 25.7453s N, 80 34m 35.1131s W"
29,171,Putnam,Missouri,"40 28m 44.0702s N, 93 0m 58.0565s W"
18,97,Marion,Indiana,"39 46m 54.1548s N, 86 8m 18.498s W"
72,59,Guayanilla,Puerto Rico,"18 0m 25.6314s N, 66 47m 49.6651s W"
48,475,Ward,Texas,"31 30m 34.076s N, 103 6m 8.73085s W"
16,29,Caribou,Idaho,"42 46m 13.8652s N, 111 33m 43.975s W"
5,11,Bradley,Arkansas,"33 27m 59.1208s N, 92 9m 44.6459s W"
16,21,Boundary,Idaho,"48 46m 0.816212s N, 116 27m 46.4524s W"
46,23,Charles Mix,South Dakota,"43 12m 28.4654s N, 98 35m 16.4179s W"
48,459,Upshur,Texas,"32 44m 10.5955s N, 94 56m 29.3443s W"
40,61,Haskell,Oklahoma,"35 13m 29.2127s N, 95 6m 59.9395s W"
51,165,Rockingham,Virginia,"38 30m 43.2378s N, 78 52m 32.7059s W"
37,9,Ashe,North Carolina,"36 26m 3.92892s N, 81 30m 1.8763s W"
51,177,Spotsylvania,Virginia,"38 11m 5.83561s N, 77 39m 21.7704s W"
56,35,Sublette,Wyoming,"42 46m 0.86395s N, 109 54m 52.9412s W"
48,479,Webb,Texas,"27 45m 39.8247s N, 99 19m 53.6351s W"
37,175,Transylvania,North Carolina,"35 12m 7.84031s N, 82 47m 53.8805s W"
48,61,Cameron,Texas,"26 9m 4.82857s N, 97 27m 10.6848s W"
37,55,Dare,North Carolina,"35 39m 53.7721s N, 75 41m 6.83993s W"
12,57,Hillsborough,Florida,"27 54m 22.4202s N, 82 20m 48.8982s W"
31,31,Cherry,Nebraska,"42 32m 41.7563s N, 101 7m 6.87681s W"
51,117,Mecklenburg,Virginia,"36 40m 49.2996s N, 78 21m 45.6991s W"
31,129,Nuckolls,Nebraska,"40 10m 34.9667s N, 98 2m 49.866s W"
39,3,Allen,Ohio,"40 46m 17.4745s N, 84 6m 20.806s W"
39,85,Lake,Ohio,"41 54m 37.2677s N, 81 15m 3.38127s W"
29,11,Barton,Missouri,"37 30m 8.2821s N, 94 20m 49.5988s W"
26,89,Leelanau,Michigan,"45 9m 6.37509s N, 86 2m 18.5858s W"
8,115,Sedgwick,Colorado,"40 52m 33.2579s N, 102 21m 6.4483s W"
31,89,Holt,Nebraska,"42 27m 20.5591s N, 98 47m 1.84095s W"
13,227,Pickens,Georgia,"34 27m 51.5512s N, 84 27m 56.3006s W"
28,69,Kemper,Mississippi,"32 45m 16.4086s N, 88 38m 28.1739s W"
17,83,Jersey,Illinois,"39 5m 7.81976s N, 90 21m 23.5019s W"
12,95,Orange,Florida,"28 30m 51.8985s N, 81 19m 24.5047s W"
48,181,Grayson,Texas,"33 37m 36.5108s N, 96 40m 39.8114s W"
48,107,Crosby,Texas,"33 36m 52.6501s N, 101 17m 59.8504s W"
72,151,Yabucoa,Puerto Rico,"18 3m 21.4786s N, 65 51m 47.8883s W"
40,3,Alfalfa,Oklahoma,"36 43m 51.5601s N, 98 19m 26.3214s W"
21,193,Perry,Kentucky,"37 14m 39.456s N, 83 13m 17.3338s W"
19,121,Madison,Iowa,"41 19m 50.5712s N, 94 0m 56.023s W"
48,5,Angelina,Texas,"31 15m 17.1525s N, 94 36m 42.6548s W"
17,11,Bureau,Illinois,"41 24m 14.9253s N, 89 31m 43.1607s W"
18,157,Tippecanoe,Indiana,"40 23m 19.0274s N, 86 53m 38.7507s W"
26,37,Clinton,Michigan,"42 56m 37.1485s N, 84 36m 5.45959s W"
72,133,Santa Isabel,Puerto Rico,"17 57m 10.8119s N, 66 23m 12.0978s W"
37,131,Northampton,North Carolina,"36 25m 3.83248s N, 77 23m 48.5564s W"
46,81,Lawrence,South Dakota,"44 21m 31.0578s N, 103 47m 32.0083s W"
8,59,Jefferson,Colorado,"39 35m 11.1423s N, 105 15m 1.68045s W"
20,35,Cowley,Kansas,"37 14m 15.9096s N, 96 50m 14.961s W"
51,45,Craig,Virginia,"37 28m 54.143s N, 80 12m 41.0235s W"
25,27,Worcester,Massachusetts,"42 21m 5.02229s N, 71 54m 27.8159s W"
6,31,Kings,California,"36 4m 31.2976s N, 119 48m 55.8098s W"
20,115,Marion,Kansas,"38 21m 31.9408s N, 97 5m 48.8053s W"
13,291,Union,Georgia,"34 50m 2.49259s N, 83 59m 26.5918s W"
22,53,Jefferson Davis,Louisiana,"30 16m 3.79877s N, 92 48m 50.8353s W"
8,37,Eagle,Colorado,"39 37m 40.1722s N, 106 41m 43.0773s W"
29,209,Stone,Missouri,"36 44m 49.2688s N, 93 27m 21.5315s W"
16,69,Nez Perce,Idaho,"46 19m 36.6572s N, 116 45m 0.997672s W"
13,113,Fayette,Georgia,"33 24m 50.1949s N, 84 29m 39.0881s W"
2,275,Wrangell,Alaska,"56 17m 37.0552s N, 132 7m 45.2098s W"
20,1,Allen,Kansas,"37 53m 8.6458s N, 95 18m 5.00015s W"
19,165,Shelby,Iowa,"41 41m 6.33334s N, 95 18m 36.7608s W"
34,9,Cape May,New Jersey,"39 5m 6.35319s N, 74 50m 59.9172s W"
33,5,Cheshire,New Hampshire,"42 55m 9.59314s N, 72 15m 4.23098s W"
24,9,Calvert,Maryland,"38 32m 4.96321s N, 76 31m 50.0321s W"
35,43,Sandoval,New Mexico,"35 41m 18.9764s N, 106 51m 57.4233s W"
40,147,Washington,Oklahoma,"36 42m 54.8417s N, 95 54m 15.7182s W"
48,323,Maverick,Texas,"28 44m 33.3245s N, 100 18m 52.251s W"
37,163,Sampson,North Carolina,"34 59m 29.5302s N, 78 22m 17.0062s W"
47,163,Sullivan,Tennessee,"36 30m 46.4955s N, 82 18m 14.9143s W"
56,11,Crook,Wyoming,"44 35m 18.973s N, 104 34m 11.746s W"
18,139,Rush,Indiana,"39 37m 11.8144s N, 85 27m 56.7402s W"
29,195,Saline,Missouri,"39 8m 12.6208s N, 93 12m 6.66449s W"
24,3,Anne Arundel,Maryland,"38 59m 38.9658s N, 76 34m 3.34942s W"
54,101,Webster,West Virginia,"38 29m 41.0543s N, 80 25m 18.743s W"
17,155,Putnam,Illinois,"41 12m 16.1639s N, 89 17m 8.80914s W"
5,23,Cleburne,Arkansas,"35 32m 17.1834s N, 92 1m 36.1849s W"
27,61,Itasca,Minnesota,"47 30m 34.2908s N, 93 37m 55.2307s W"
10,5,Sussex,Delaware,"38 40m 59.8705s N, 75 20m 22.3502s W"
18,59,Hancock,Indiana,"39 49m 24.7799s N, 85 46m 23.6555s W"
29,97,Jasper,Missouri,"37 12m 12.7702s N, 94 20m 26.1791s W"
53,61,Snohomish,Washington,"48 2m 45.9432s N, 121 43m 20.4482s W"
17,125,Mason,Illinois,"40 14m 22.64s N, 89 55m 0.529664s W"
53,77,Yakima,Washington,"46 27m 25.2951s N, 120 44m 18.5655s W"
48,213,Henderson,Texas,"32 12m 42.8403s N, 95 51m 12.8805s W"
18,87,LaGrange,Indiana,"41 38m 33.3824s N, 85 25m 35.3925s W"
13,225,Peach,Georgia,"32 34m 7.65085s N, 83 49m 36.7081s W"
54,37,Jefferson,West Virginia,"39 18m 27.4197s N, 77 51m 45.8495s W"
48,439,Tarrant,Texas,"32 46m 17.6015s N, 97 17m 28.4613s W"
28,123,Scott,Mississippi,"32 24m 22.9675s N, 89 32m 15.4967s W"
18,83,Knox,Indiana,"38 41m 20.7236s N, 87 25m 4.83048s W"
31,47,Dawson,Nebraska,"40 52m 11.77s N, 99 49m 10.4366s W"
30,27,Fergus,Montana,"47 15m 48.8875s N, 109 13m 28.1465s W"
6,69,San Benito,California,"36 36m 20.5412s N, 121 4m 29.9839s W"
30,39,Granite,Montana,"46 24m 16.0633s N, 113 26m 25.3242s W"
26,165,Wexford,Michigan,"44 20m 18.1205s N, 85 34m 42.2897s W"
51,173,Smyth,Virginia,"36 50m 37.4653s N, 81 32m 13.0799s W"
27,59,Isanti,Minnesota,"45 33m 41.3256s N, 93 17m 42.602s W"
48,467,Van Zandt,Texas,"32 33m 49.3801s N, 95 50m 11.458s W"
34,29,Ocean,New Jersey,"39 51m 57.357s N, 74 14m 59.6974s W"
17,141,Ogle,Illinois,"42 2m 33.2389s N, 89 19m 14.616s W"
20,27,Clay,Kansas,"39 20m 58.9791s N, 97 9m 54.62s W"
29,25,Caldwell,Missouri,"39 39m 20.7036s N, 93 58m 58.0776s W"
21,13,Bell,Kentucky,"36 43m 50.3337s N, 83 40m 26.7422s W"
6,19,Fresno,California,"36 45m 29.4485s N, 119 38m 57.5615s W"
48,111,Dallam,Texas,"36 16m 40.3964s N, 102 36m 7.86823s W"
48,499,Wood,Texas,"32 47m 11.0585s N, 95 22m 55.4231s W"
55,115,Shawano,Wisconsin,"44 47m 20.961s N, 88 45m 55.5677s W"
27,79,Le Sueur,Minnesota,"44 22m 17.1622s N, 93 43m 48.2624s W"
72,143,Vega Alta,Puerto Rico,"18 26m 7.41401s N, 66 20m 8.14609s W"
24,25,Harford,Maryland,"39 32m 11.1703s N, 76 17m 55.9514s W"
55,15,Calumet,Wisconsin,"44 4m 53.7725s N, 88 13m 5.00876s W"
53,49,Pacific,Washington,"46 33m 5.13113s N, 123 46m 46.8028s W"
2,13,Aleutians East,Alaska,"55 13m 28.2757s N, 161 56m 50.0235s W"
36,55,Monroe,New York,"43 18m 32.98s N, 77 40m 48.6421s W"
15,7,Kauai,Hawaii,"22 0m 39.8875s N, 159 42m 19.5775s W"
28,103,Noxubee,Mississippi,"33 6m 36.406s N, 88 34m 11.3383s W"
41,65,Wasco,Oregon,"45 9m 36.0809s N, 121 10m 3.9906s W"
47,189,Wilson,Tennessee,"36 9m 17.4592s N, 86 17m 51.8869s W"
36,95,Schoharie,New York,"42 35m 17.5895s N, 74 26m 31.6233s W"
54,49,Marion,West Virginia,"39 30m 35.9823s N, 80 14m 36.234s W"
55,31,Douglas,Wisconsin,"46 27m 50.7956s N, 91 53m 57.849s W"
37,65,Edgecombe,North Carolina,"35 54m 46.3704s N, 77 35m 49.412s W"
51,720,Norton,Virginia,"36 55m 53.2468s N, 82 37m 34.3297s W"
40,87,McClain,Oklahoma,"35 0m 33.6029s N, 97 26m 39.4377s W"
72,149,Villalba,Puerto Rico,"18 7m 41.4266s N, 66 28m 22.0941s W"
13,301,Warren,Georgia,"33 24m 32.2681s N, 82 40m 36.3422s W"
30,85,Roosevelt,Montana,"48 17m 40.2452s N, 105 0m 59.0087s W"
53,15,Cowlitz,Washington,"46 11m 35.5904s N, 122 40m 51.5084s W"
37,197,Yadkin,North Carolina,"36 9m 37.9213s N, 80 39m 54.8782s W"
20,169,Saline,Kansas,"38 47m 1.70341s N, 97 38m 59.7503s W"
17,43,DuPage,Illinois,"41 51m 7.04076s N, 88 5m 8.14074s W"
31,59,Fillmore,Nebraska,"40 31m 28.7981s N, 97 35m 47.4052s W"
2,16,Aleutians West,Alaska,"52 40m 48.7923s N, 92 29m 17.0674s W"
21,139,Livingston,Kentucky,"37 12m 34.9318s N, 88 21m 13.7296s W"
42,1,Adams,Pennsylvania,"39 52m 17.2272s N, 77 13m 4.36726s W"
49,49,Utah,Utah,"40 7m 11.8463s N, 111 40m 13.2057s W"
36,47,Kings,New York,"40 38m 3.66464s N, 73 57m 0.736526s W"
21,219,Todd,Kentucky,"36 50m 8.00242s N, 87 10m 44.9518s W"
42,95,Northampton,Pennsylvania,"40 45m 15.0001s N, 75 18m 27.313s W"
39,29,Columbiana,Ohio,"40 46m 6.33989s N, 80 46m 37.8716s W"
12,83,Marion,Florida,"29 12m 36.7282s N, 82 3m 24.0325s W"
17,97,Lake,Illinois,"42 19m 31.1618s N, 87 37m 52.2644s W"
8,63,Kit Carson,Colorado,"39 18m 19.5888s N, 102 36m 10.3947s W"
47,91,Johnson,Tennessee,"36 27m 17.7735s N, 81 51m 6.37914s W"
21,41,Carroll,Kentucky,"38 40m 4.29028s N, 85 7m 24.9241s W"
47,139,Polk,Tennessee,"35 7m 11.6496s N, 84 31m 23.9629s W"
38,75,Renville,North Dakota,"48 43m 8.38995s N, 101 39m 27.9869s W"
48,451,Tom Green,Texas,"31 24m 15.8375s N, 100 27m 43.4622s W"
19,135,Monroe,Iowa,"41 1m 47.2188s N, 92 52m 8.35565s W"
45,33,Dillon,South Carolina,"34 23m 29.6994s N, 79 22m 44.035s W"
31,65,Furnas,Nebraska,"40 10m 35.2772s N, 99 54m 44.1837s W"
38,25,Dunn,North Dakota,"47 21m 24.4305s N, 102 37m 5.53972s W"
26,23,Branch,Michigan,"41 54m 58.0272s N, 85 3m 32.5597s W"
21,191,Pendleton,Kentucky,"38 41m 44.2596s N, 84 21m 36.9798s W"
47,51,Franklin,Tennessee,"35 9m 17.8589s N, 86 5m 31.8307s W"
13,131,Grady,Georgia,"30 52m 28.8222s N, 84 14m 3.93484s W"
6,63,Plumas,California,"40 0m 16.8569s N, 120 50m 18.9513s W"
49,51,Wasatch,Utah,"40 19m 50.7857s N, 111 10m 5.46251s W"
39,35,Cuyahoga,Ohio,"41 38m 6.21261s N, 81 42m 0.705315s W"
30,69,Petroleum,Montana,"47 7m 3.14644s N, 108 15m 0.780988s W"
47,33,Crockett,Tennessee,"35 48m 48.7385s N, 89 8m 22.3013s W"
35,51,Sierra,New Mexico,"33 7m 49.7676s N, 107 11m 32.5642s W"
31,123,Morrill,Nebraska,"41 42m 57.5988s N, 103 0m 37.9755s W"
20,19,Chautauqua,Kansas,"37 9m 0.205976s N, 96 14m 43.3617s W"
1,111,Randolph,Alabama,"33 17m 37.6344s N, 85 27m 32.6526s W"
30,91,Sheridan,Montana,"48 43m 15.5883s N, 104 30m 16.7551s W"
45,91,York,South Carolina,"34 58m 29.1241s N, 81 11m 3.67003s W"
18,175,Washington,Indiana,"38 35m 59.943s N, 86 6m 19.1012s W"
16,25,Camas,Idaho,"43 27m 47.974s N, 114 48m 20.7967s W"
54,41,Lewis,West Virginia,"38 59m 45.1236s N, 80 30m 7.77362s W"
40,119,Payne,Oklahoma,"36 4m 38.2429s N, 96 58m 32.2891s W"
21,179,Nelson,Kentucky,"37 48m 18.4726s N, 85 27m 57.5589s W"
51,570,Colonial Heights,Virginia,"37 15m 54.1455s N, 77 23m 48.8642s W"
25,11,Franklin,Massachusetts,"42 34m 59.2165s N, 72 35m 30.6877s W"
31,39,Cuming,Nebraska,"41 54m 59.0502s N, 96 47m 14.6415s W"
1,27,Clay,Alabama,"33 16m 8.70912s N, 85 51m 37.9695s W"
13,115,Floyd,Georgia,"34 15m 47.3857s N, 85 12m 51.4031s W"
31,43,Dakota,Nebraska,"42 23m 28.0025s N, 96 33m 52.2469s W"
54,79,Putnam,West Virginia,"38 30m 31.0204s N, 81 54m 32.3745s W"
13,193,Macon,Georgia,"32 21m 30.1773s N, 84 2m 32.9259s W"
37,27,Caldwell,North Carolina,"35 57m 10.9366s N, 81 32m 47.1719s W"
20,101,Lane,Kansas,"38 28m 52.697s N, 100 27m 59.0344s W"
37,63,Durham,North Carolina,"36 2m 9.70773s N, 78 52m 35.7337s W"
30,49,Lewis and Clark,Montana,"47 7m 20.7945s N, 112 23m 25.638s W"
47,169,Trousdale,Tennessee,"36 23m 31.3543s N, 86 9m 24.3099s W"
12,11,Broward,Florida,"26 9m 6.68174s N, 80 27m 21.1833s W"
48,133,Eastland,Texas,"32 19m 37.4631s N, 98 49m 56.3601s W"
39,125,Paulding,Ohio,"41 6m 59.835s N, 84 34m 48.7004s W"
19,159,Ringgold,Iowa,"40 44m 6.72828s N, 94 14m 38.2989s W"
42,65,Jefferson,Pennsylvania,"41 7m 41.3225s N, 78 59m 57.9172s W"
46,73,Jerauld,South Dakota,"44 3m 58.845s N, 98 37m 46.8299s W"
32,21,Mineral,Nevada,"38 32m 19.7109s N, 118 26m 6.77131s W"
40,115,Ottawa,Oklahoma,"36 50m 7.8495s N, 94 48m 37.5466s W"
37,13,Beaufort,North Carolina,"35 29m 13.1417s N, 76 50m 43.1319s W"
28,143,Tunica,Mississippi,"34 39m 7.01838s N, 90 22m 31.7954s W"
18,5,Bartholomew,Indiana,"39 12m 21.4941s N, 85 53m 51.3707s W"
5,51,Garland,Arkansas,"34 34m 36.1263s N, 93 9m 1.43875s W"
56,43,Washakie,Wyoming,"43 54m 17.9892s N, 107 40m 58.2986s W"
27,71,Koochiching,Minnesota,"48 14m 42.9662s N, 93 47m 0.118685s W"
48,461,Upton,Texas,"31 22m 7.42882s N, 102 2m 34.9256s W"
6,75,San Francisco,California,"37 45m 34.974s N, 122 41m 38.3121s W"
54,61,Monongalia,West Virginia,"39 37m 49.022s N, 80 2m 47.559s W"
48,381,Randall,Texas,"34 57m 57.0852s N, 101 53m 49.0003s W"
29,89,Howard,Missouri,"39 8m 32.991s N, 92 41m 46.5557s W"
12,13,Calhoun,Florida,"30 24m 21.7236s N, 85 11m 49.9457s W"
46,77,Kingsbury,South Dakota,"44 22m 10.5069s N, 97 29m 29.314s W"
48,153,Floyd,Texas,"34 4m 20.7284s N, 101 18m 11.6443s W"
41,43,Linn,Oregon,"44 29m 19.9636s N, 122 32m 5.98227s W"
48,375,Potter,Texas,"35 24m 4.59295s N, 101 53m 38.4176s W"
47,19,Carter,Tennessee,"36 17m 33.7951s N, 82 7m 38.922s W"
36,59,Nassau,New York,"40 43m 55.7118s N, 73 35m 7.93199s W"
37,11,Avery,North Carolina,"36 4m 35.7781s N, 81 55m 21.3649s W"
16,3,Adams,Idaho,"44 53m 22.5169s N, 116 27m 13.9783s W"
6,109,Tuolumne,California,"38 1m 39.3651s N, 119 57m 17.1129s W"
72,93,Maricao,Puerto Rico,"18 10m 19.5369s N, 66 56m 32.2206s W"
39,37,Darke,Ohio,"40 7m 59.6063s N, 84 37m 9.54889s W"
54,47,McDowell,West Virginia,"37 22m 42.6047s N, 81 39m 12.9016s W"
9,9,New Haven,Connecticut,"41 20m 55.7674s N, 72 53m 59.4877s W"
55,105,Rock,Wisconsin,"42 40m 16.4041s N, 89 4m 17.6347s W"
26,157,Tuscola,Michigan,"43 29m 28.8331s N, 83 26m 23.5269s W"
5,93,Mississippi,Arkansas,"35 45m 50.0459s N, 90 3m 14.9976s W"
28,95,Monroe,Mississippi,"33 53m 32.0694s N, 88 28m 49.6809s W"
48,437,Swisher,Texas,"34 31m 49.386s N, 101 44m 6.09665s W"
6,17,El Dorado,California,"38 46m 43.4553s N, 120 31m 28.7397s W"
37,73,Gates,North Carolina,"36 26m 41.7969s N, 76 42m 1.89595s W"
38,19,Cavalier,North Dakota,"48 46m 20.2906s N, 98 27m 53.4169s W"
48,163,Frio,Texas,"28 52m 4.14332s N, 99 6m 29.7604s W"
33,13,Merrimack,New Hampshire,"43 17m 50.9865s N, 71 40m 48.9953s W"
13,31,Bulloch,Georgia,"32 23m 48.531s N, 81 44m 35.4413s W"
28,115,Pontotoc,Mississippi,"34 13m 31.5917s N, 89 2m 14.6748s W"
48,53,Burnet,Texas,"30 47m 17.8694s N, 98 10m 56.8098s W"
13,259,Stewart,Georgia,"32 4m 42.4639s N, 84 50m 6.72855s W"
1,77,Lauderdale,Alabama,"34 54m 4.94058s N, 87 39m 14.3928s W"
51,740,Portsmouth,Virginia,"36 51m 32.4028s N, 76 21m 24.151s W"
1,29,Cleburne,Alabama,"33 40m 28.4078s N, 85 31m 7.56481s W"
47,187,Williamson,Tennessee,"35 53m 37.8174s N, 86 53m 55.1528s W"
17,17,Cass,Illinois,"39 58m 24.7682s N, 90 14m 50.5502s W"
16,15,Boise,Idaho,"43 59m 20.9021s N, 115 43m 49.1609s W"
16,79,Shoshone,Idaho,"47 21m 10.6472s N, 115 53m 32.7677s W"
19,105,Jones,Iowa,"42 7m 16.4534s N, 91 7m 53.2755s W"
1,45,Dale,Alabama,"31 25m 54.5775s N, 85 36m 39.7325s W"
49,9,Daggett,Utah,"40 53m 14.2364s N, 109 30m 27.4035s W"
35,19,Guadalupe,New Mexico,"34 51m 48.0261s N, 104 47m 26.2721s W"
51,3,Albemarle,Virginia,"38 1m 22.4341s N, 78 33m 24.0338s W"
28,21,Claiborne,Mississippi,"31 58m 25.2934s N, 90 54m 42.528s W"
1,123,Tallapoosa,Alabama,"32 51m 44.6578s N, 85 47m 51.0081s W"
48,23,Baylor,Texas,"33 36m 59.3622s N, 99 12m 48.6545s W"
27,51,Grant,Minnesota,"45 56m 2.5662s N, 96 0m 43.8628s W"
20,37,Crawford,Kansas,"37 30m 26.3344s N, 94 51m 6.52094s W"
33,11,Hillsborough,New Hampshire,"42 54m 55.0494s N, 71 42m 57.8969s W"
